V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Integer_amount,Class
0 ,-1 ,0 ,4 ,1 ,1 ,2 ,0 ,0 ,2 ,1 ,-2 ,3 ,2 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,1 ,2 ,-1 ,1 ,1 ,-2 ,1000 ,0 ,1
0 ,2 ,-1 ,2 ,0 ,-1 ,-1 ,1 ,-1 ,-3 ,3 ,-3 ,0 ,-4 ,1 ,-3 ,-4 ,-2 ,0 ,1 ,1 ,1 ,0 ,1 ,0 ,1 ,2 ,1 ,5 ,0 ,1
1 ,0 ,1 ,0 ,-1 ,0 ,0 ,0 ,2 ,-1 ,0 ,1 ,-1 ,1 ,2 ,0 ,0 ,1 ,1 ,1 ,1 ,1 ,0 ,1 ,1 ,1 ,0 ,1 ,500 ,1 ,0
1 ,0 ,-1 ,2 ,1 ,0 ,1 ,0 ,1 ,1 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,1 ,-1 ,0 ,0 ,100 ,0 ,0
0 ,3 ,-4 ,4 ,1 ,-1 ,-2 ,1 ,-4 ,-4 ,4 ,-4 ,0 ,-4 ,2 ,-3 ,-3 ,0 ,1 ,2 ,1 ,0 ,0 ,-1 ,0 ,2 ,3 ,2 ,5 ,0 ,1
0 ,1 ,1 ,0 ,1 ,1 ,1 ,1 ,0 ,0 ,2 ,1 ,1 ,0 ,1 ,1 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,1 ,15 ,0 ,0
0 ,2 ,0 ,2 ,1 ,0 ,0 ,1 ,-1 ,-2 ,1 ,-3 ,0 ,-4 ,-1 ,-1 ,-3 ,0 ,-1 ,1 ,1 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,5 ,1 ,1
0 ,2 ,-1 ,3 ,0 ,0 ,-1 ,1 ,-2 ,-3 ,2 ,-4 ,-1 ,-4 ,1 ,-2 ,-4 ,-1 ,0 ,1 ,1 ,0 ,0 ,-1 ,1 ,1 ,1 ,1 ,15 ,0 ,1
0 ,2 ,-4 ,2 ,-3 ,0 ,0 ,1 ,0 ,-4 ,3 ,-4 ,3 ,-4 ,0 ,-3 ,-2 ,0 ,1 ,-1 ,1 ,1 ,1 ,0 ,-2 ,-1 ,1 ,0 ,1000 ,0 ,1
0 ,1 ,1 ,0 ,0 ,1 ,0 ,0 ,-1 ,1 ,-1 ,-1 ,1 ,0 ,2 ,2 ,1 ,0 ,3 ,1 ,0 ,0 ,0 ,-1 ,0 ,0 ,0 ,1 ,15 ,1 ,0
-2 ,3 ,-3 ,3 ,-2 ,0 ,-4 ,1 ,-2 ,-4 ,4 ,-4 ,-1 ,-4 ,1 ,-4 ,-4 ,-4 ,2 ,0 ,4 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,5 ,1 ,1
0 ,1 ,1 ,1 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,1 ,1 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,1 ,0 ,1 ,1 ,1 ,15 ,0 ,0
0 ,1 ,1 ,1 ,-1 ,1 ,1 ,-1 ,0 ,-1 ,0 ,1 ,1 ,1 ,2 ,1 ,1 ,0 ,1 ,1 ,-1 ,0 ,2 ,1 ,-1 ,1 ,1 ,0 ,500 ,0 ,0
-1 ,1 ,0 ,1 ,1 ,4 ,-1 ,2 ,1 ,0 ,-1 ,1 ,0 ,0 ,-1 ,0 ,1 ,0 ,3 ,0 ,0 ,-1 ,0 ,2 ,1 ,0 ,-1 ,-1 ,100 ,0 ,0
-1 ,1 ,0 ,1 ,0 ,0 ,-1 ,1 ,0 ,-2 ,3 ,-3 ,-1 ,-3 ,0 ,-2 ,-4 ,-1 ,0 ,1 ,1 ,2 ,0 ,0 ,1 ,0 ,-1 ,0 ,50 ,0 ,1
1 ,1 ,1 ,2 ,1 ,1 ,1 ,1 ,0 ,1 ,1 ,1 ,1 ,1 ,0 ,2 ,-1 ,1 ,0 ,0 ,0 ,0 ,0 ,-1 ,1 ,0 ,0 ,1 ,50 ,0 ,0
-1 ,0 ,-1 ,2 ,-3 ,1 ,1 ,1 ,0 ,-4 ,4 ,-2 ,1 ,-4 ,0 ,-4 ,-4 ,0 ,4 ,3 ,2 ,1 ,3 ,1 ,2 ,0 ,1 ,1 ,1000 ,0 ,1
-4 ,4 ,-4 ,4 ,-4 ,-3 ,-4 ,4 ,-2 ,-4 ,4 ,-4 ,2 ,-4 ,0 ,-4 ,-4 ,-4 ,2 ,2 ,3 ,-1 ,0 ,1 ,2 ,0 ,4 ,2 ,100 ,0 ,1
-4 ,4 ,-4 ,4 ,-4 ,-3 ,-4 ,4 ,-3 ,-4 ,4 ,-4 ,1 ,-4 ,1 ,-4 ,-4 ,-4 ,2 ,3 ,3 ,-1 ,-1 ,1 ,3 ,0 ,4 ,2 ,100 ,0 ,1
-1 ,2 ,-2 ,2 ,-2 ,1 ,-1 ,2 ,-1 ,-4 ,2 ,-4 ,1 ,-4 ,0 ,-4 ,-4 ,-3 ,0 ,1 ,2 ,1 ,1 ,0 ,0 ,-1 ,2 ,1 ,500 ,0 ,1
-4 ,4 ,-4 ,4 ,-4 ,-3 ,-4 ,4 ,-3 ,-4 ,4 ,-4 ,1 ,-4 ,0 ,-4 ,-4 ,-4 ,3 ,1 ,3 ,2 ,-1 ,1 ,-3 ,0 ,-1 ,1 ,5 ,1 ,1
-1 ,3 ,-4 ,4 ,-1 ,-1 ,-4 ,2 ,-2 ,-4 ,4 ,-4 ,3 ,-4 ,0 ,-4 ,-4 ,-3 ,4 ,2 ,2 ,2 ,0 ,0 ,1 ,1 ,1 ,0 ,5 ,1 ,1
-3 ,2 ,-3 ,2 ,0 ,-2 ,-4 ,3 ,-2 ,-4 ,4 ,-4 ,-1 ,-4 ,0 ,-4 ,-4 ,-1 ,2 ,0 ,1 ,0 ,-3 ,0 ,3 ,0 ,2 ,-2 ,5 ,1 ,1
0 ,0 ,2 ,-1 ,0 ,1 ,0 ,1 ,-1 ,1 ,0 ,0 ,0 ,-1 ,-3 ,-1 ,2 ,0 ,2 ,0 ,0 ,0 ,1 ,-1 ,0 ,0 ,1 ,1 ,50 ,0 ,0
0 ,2 ,0 ,0 ,1 ,0 ,1 ,-2 ,0 ,-1 ,-1 ,1 ,1 ,2 ,0 ,0 ,1 ,0 ,1 ,1 ,-1 ,2 ,1 ,2 ,0 ,0 ,1 ,1 ,5 ,0 ,0
0 ,1 ,0 ,0 ,1 ,0 ,1 ,1 ,0 ,0 ,0 ,1 ,0 ,1 ,-1 ,0 ,0 ,1 ,2 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,1 ,1 ,50 ,0 ,0
2 ,1 ,-2 ,1 ,2 ,-1 ,1 ,0 ,0 ,0 ,1 ,1 ,1 ,-2 ,0 ,1 ,3 ,1 ,0 ,0 ,0 ,1 ,0 ,1 ,1 ,2 ,0 ,0 ,5 ,0 ,0
-4 ,4 ,-4 ,4 ,-4 ,0 ,-4 ,-4 ,-4 ,-4 ,4 ,-4 ,0 ,-4 ,-1 ,-4 ,-4 ,-4 ,3 ,4 ,-4 ,4 ,3 ,1 ,0 ,1 ,-4 ,-1 ,15 ,0 ,1
0 ,0 ,2 ,0 ,-1 ,1 ,0 ,1 ,-2 ,2 ,1 ,-1 ,0 ,0 ,1 ,-1 ,2 ,2 ,4 ,1 ,0 ,0 ,1 ,0 ,0 ,1 ,1 ,1 ,500 ,1 ,0
-2 ,1 ,-1 ,1 ,1 ,0 ,0 ,0 ,3 ,4 ,1 ,1 ,1 ,0 ,2 ,-1 ,0 ,2 ,4 ,1 ,0 ,2 ,-1 ,1 ,-1 ,0 ,1 ,2 ,15 ,0 ,0
0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,-1 ,1 ,1 ,1 ,0 ,1 ,-1 ,-1 ,0 ,2 ,0 ,1 ,0 ,0 ,1 ,1 ,1 ,2 ,0 ,1 ,500 ,1 ,0
2 ,0 ,0 ,1 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,2 ,0 ,1 ,1 ,1 ,0 ,0 ,15 ,0 ,0
0 ,1 ,0 ,0 ,2 ,3 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,2 ,1 ,-1 ,1 ,1 ,1 ,0 ,-1 ,0 ,2 ,0 ,1 ,1 ,1 ,5 ,0 ,0
-2 ,3 ,-1 ,-1 ,1 ,4 ,-4 ,-4 ,-2 ,-3 ,-1 ,2 ,-1 ,3 ,0 ,0 ,2 ,2 ,-1 ,4 ,-4 ,2 ,3 ,2 ,0 ,1 ,0 ,1 ,50 ,0 ,0
-1 ,2 ,-3 ,3 ,0 ,-1 ,-2 ,0 ,-1 ,-3 ,4 ,-4 ,1 ,-4 ,3 ,-4 ,-4 ,-2 ,4 ,0 ,3 ,2 ,1 ,2 ,-1 ,0 ,-2 ,4 ,5 ,0 ,1
-3 ,-1 ,-3 ,2 ,0 ,0 ,1 ,1 ,-1 ,-2 ,0 ,-2 ,1 ,-1 ,1 ,-2 ,-4 ,-2 ,2 ,-2 ,1 ,2 ,1 ,1 ,2 ,1 ,0 ,1 ,500 ,0 ,1
-1 ,0 ,0 ,3 ,1 ,0 ,-4 ,1 ,-1 ,-2 ,4 ,-4 ,0 ,-4 ,2 ,-4 ,-4 ,-4 ,4 ,1 ,1 ,1 ,-1 ,0 ,0 ,0 ,3 ,-1 ,15 ,0 ,1
2 ,1 ,-1 ,1 ,1 ,0 ,1 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,-1 ,1 ,1 ,1 ,1 ,0 ,0 ,1 ,0 ,0 ,2 ,-1 ,0 ,0 ,50 ,0 ,0
0 ,1 ,0 ,0 ,1 ,0 ,2 ,0 ,0 ,0 ,1 ,1 ,0 ,1 ,-1 ,0 ,0 ,1 ,2 ,0 ,1 ,1 ,0 ,1 ,1 ,0 ,1 ,1 ,50 ,0 ,0
1 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,1 ,2 ,0 ,1 ,-1 ,0 ,0 ,0 ,0 ,1 ,1 ,1 ,1 ,0 ,1 ,5 ,0 ,0
-4 ,4 ,-4 ,4 ,-4 ,4 ,-4 ,-4 ,-4 ,-4 ,4 ,-4 ,-3 ,1 ,-2 ,-4 ,-4 ,-4 ,-1 ,4 ,-4 ,4 ,4 ,1 ,-2 ,0 ,-4 ,-1 ,5 ,0 ,1
0 ,1 ,2 ,1 ,0 ,1 ,1 ,1 ,0 ,0 ,1 ,1 ,1 ,1 ,1 ,1 ,0 ,2 ,1 ,1 ,1 ,1 ,0 ,0 ,1 ,0 ,1 ,1 ,50 ,0 ,0
0 ,2 ,-2 ,0 ,0 ,-1 ,0 ,1 ,-2 ,-2 ,2 ,-3 ,2 ,-4 ,0 ,-4 ,-3 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,2 ,2 ,0 ,1 ,50 ,1 ,1
1 ,1 ,1 ,1 ,0 ,-1 ,1 ,0 ,0 ,0 ,1 ,1 ,1 ,1 ,1 ,0 ,0 ,-1 ,0 ,1 ,0 ,-1 ,1 ,2 ,1 ,1 ,0 ,1 ,50 ,0 ,0
0 ,1 ,2 ,2 ,0 ,1 ,0 ,0 ,2 ,0 ,1 ,-2 ,2 ,1 ,1 ,-1 ,2 ,1 ,2 ,0 ,2 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,5 ,0 ,0
0 ,1 ,1 ,0 ,1 ,0 ,1 ,1 ,0 ,0 ,1 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,2 ,1 ,0 ,-1 ,0 ,0 ,1 ,1 ,0 ,1 ,15 ,0 ,0
-3 ,0 ,-2 ,2 ,2 ,2 ,-4 ,-4 ,1 ,0 ,2 ,1 ,-1 ,-1 ,1 ,1 ,4 ,2 ,4 ,0 ,-4 ,4 ,3 ,1 ,1 ,3 ,4 ,1 ,15 ,0 ,1
0 ,0 ,1 ,-1 ,0 ,0 ,0 ,0 ,-1 ,2 ,1 ,0 ,1 ,0 ,-1 ,0 ,0 ,1 ,1 ,-1 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,-1 ,50 ,0 ,0
-4 ,4 ,-4 ,4 ,-4 ,-2 ,-4 ,4 ,-4 ,-4 ,4 ,-4 ,2 ,-4 ,2 ,-4 ,-4 ,-4 ,4 ,0 ,4 ,1 ,-2 ,1 ,0 ,1 ,1 ,0 ,5 ,1 ,1
1 ,1 ,0 ,1 ,2 ,3 ,0 ,1 ,0 ,1 ,0 ,1 ,1 ,1 ,2 ,1 ,-1 ,1 ,0 ,1 ,1 ,0 ,0 ,2 ,2 ,0 ,1 ,1 ,50 ,0 ,0
1 ,1 ,-1 ,3 ,1 ,0 ,1 ,0 ,-1 ,1 ,2 ,0 ,0 ,-2 ,-1 ,2 ,3 ,2 ,-1 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,1 ,15 ,0 ,1
1 ,0 ,1 ,0 ,-1 ,0 ,-1 ,1 ,-1 ,2 ,0 ,-1 ,0 ,0 ,2 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,1 ,0 ,1 ,1 ,100 ,0 ,0
0 ,1 ,2 ,-1 ,0 ,-1 ,1 ,1 ,0 ,-1 ,0 ,1 ,1 ,1 ,0 ,2 ,0 ,0 ,-1 ,1 ,0 ,-1 ,1 ,2 ,1 ,1 ,1 ,1 ,100 ,1 ,0
-3 ,-4 ,-3 ,4 ,4 ,-4 ,-3 ,1 ,0 ,-3 ,2 ,-2 ,2 ,-4 ,0 ,-3 ,-3 ,-1 ,1 ,4 ,2 ,0 ,2 ,0 ,-2 ,-1 ,2 ,-3 ,500 ,1 ,1
0 ,1 ,2 ,1 ,0 ,1 ,0 ,2 ,0 ,0 ,1 ,1 ,-1 ,1 ,0 ,1 ,1 ,1 ,1 ,0 ,1 ,1 ,0 ,0 ,1 ,1 ,0 ,0 ,15 ,0 ,0
-3 ,4 ,-3 ,4 ,1 ,0 ,-3 ,-4 ,1 ,0 ,4 ,-4 ,1 ,-4 ,-1 ,-1 ,-4 ,1 ,-1 ,-1 ,4 ,-2 ,0 ,1 ,2 ,1 ,1 ,4 ,5 ,0 ,1
0 ,1 ,1 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,1 ,0 ,1 ,1 ,1 ,0 ,-1 ,0 ,0 ,0 ,1 ,1 ,1 ,15 ,0 ,0
-1 ,2 ,-2 ,3 ,-2 ,0 ,-3 ,2 ,-2 ,-4 ,3 ,-4 ,1 ,-4 ,0 ,-4 ,-4 ,-4 ,4 ,1 ,2 ,1 ,1 ,1 ,0 ,0 ,2 ,3 ,500 ,0 ,1
0 ,1 ,-1 ,0 ,2 ,0 ,2 ,0 ,2 ,2 ,2 ,-2 ,2 ,2 ,-1 ,0 ,0 ,1 ,1 ,1 ,0 ,1 ,0 ,0 ,1 ,1 ,3 ,2 ,100 ,0 ,0
1 ,3 ,-3 ,4 ,2 ,-1 ,0 ,1 ,-2 ,-4 ,4 ,-4 ,1 ,-4 ,-1 ,0 ,1 ,2 ,-2 ,1 ,1 ,0 ,0 ,0 ,3 ,2 ,2 ,2 ,5 ,1 ,1
-1 ,3 ,-4 ,4 ,-4 ,-1 ,-4 ,3 ,-4 ,-4 ,4 ,-4 ,1 ,-4 ,0 ,-4 ,-4 ,-4 ,1 ,2 ,4 ,1 ,0 ,1 ,1 ,1 ,4 ,3 ,5 ,0 ,1
0 ,1 ,2 ,1 ,1 ,1 ,1 ,1 ,0 ,0 ,-1 ,1 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,1 ,2 ,0 ,1 ,2 ,0 ,1 ,1 ,100 ,0 ,0
0 ,1 ,1 ,0 ,1 ,0 ,2 ,0 ,0 ,0 ,2 ,1 ,1 ,1 ,0 ,1 ,-1 ,0 ,0 ,1 ,0 ,-1 ,1 ,0 ,0 ,0 ,1 ,1 ,100 ,0 ,0
1 ,2 ,-4 ,4 ,2 ,-1 ,0 ,1 ,-2 ,-3 ,4 ,-4 ,-1 ,-4 ,0 ,1 ,1 ,2 ,-2 ,1 ,1 ,-1 ,0 ,0 ,1 ,1 ,2 ,1 ,5 ,1 ,1
1 ,1 ,0 ,1 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,2 ,0 ,2 ,1 ,0 ,0 ,1 ,1 ,0 ,-1 ,0 ,0 ,1 ,1 ,0 ,1 ,5 ,0 ,0
2 ,0 ,-1 ,0 ,1 ,0 ,1 ,0 ,-1 ,2 ,1 ,0 ,-1 ,2 ,0 ,-2 ,0 ,2 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,3 ,0 ,0 ,500 ,0 ,0
-1 ,2 ,0 ,2 ,0 ,0 ,1 ,0 ,0 ,-1 ,2 ,-4 ,1 ,-1 ,0 ,-2 ,-4 ,-3 ,-1 ,0 ,0 ,-1 ,1 ,0 ,0 ,-1 ,1 ,0 ,500 ,0 ,1
-4 ,-1 ,0 ,0 ,-1 ,2 ,1 ,-2 ,2 ,3 ,1 ,0 ,-1 ,-1 ,0 ,2 ,1 ,-1 ,2 ,-4 ,1 ,0 ,2 ,0 ,2 ,0 ,-4 ,1 ,500 ,0 ,0
-1 ,0 ,0 ,3 ,-2 ,1 ,1 ,1 ,-2 ,-3 ,1 ,-3 ,0 ,-3 ,-1 ,-3 ,-4 ,-3 ,-1 ,3 ,2 ,0 ,3 ,1 ,1 ,0 ,1 ,1 ,1000 ,0 ,1
0 ,1 ,0 ,0 ,1 ,-1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,1 ,1 ,1 ,1 ,1 ,-1 ,2 ,1 ,1 ,100 ,0 ,0
0 ,1 ,0 ,0 ,1 ,-1 ,1 ,1 ,1 ,0 ,0 ,0 ,-1 ,0 ,1 ,1 ,1 ,1 ,0 ,0 ,1 ,2 ,0 ,0 ,0 ,0 ,1 ,1 ,5 ,0 ,0
-2 ,2 ,-4 ,2 ,0 ,-1 ,-2 ,0 ,1 ,-4 ,4 ,-4 ,2 ,-4 ,1 ,-4 ,-4 ,-2 ,1 ,0 ,2 ,1 ,1 ,2 ,0 ,0 ,-3 ,4 ,100 ,0 ,1
1 ,0 ,1 ,1 ,0 ,0 ,0 ,1 ,2 ,0 ,1 ,-1 ,3 ,1 ,-1 ,-1 ,2 ,-1 ,0 ,0 ,0 ,0 ,1 ,1 ,1 ,2 ,0 ,1 ,5 ,0 ,0
1 ,1 ,1 ,1 ,0 ,1 ,0 ,1 ,1 ,1 ,2 ,1 ,0 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,2 ,0 ,1 ,1 ,5 ,1 ,0
-2 ,1 ,-2 ,3 ,-1 ,-1 ,-2 ,2 ,-1 ,-4 ,4 ,-4 ,-1 ,-4 ,2 ,-3 ,-4 ,-1 ,2 ,2 ,2 ,0 ,0 ,1 ,0 ,0 ,4 ,0 ,500 ,0 ,1
0 ,1 ,0 ,-2 ,2 ,3 ,1 ,1 ,1 ,-1 ,0 ,1 ,0 ,1 ,2 ,0 ,-1 ,1 ,1 ,1 ,1 ,1 ,0 ,2 ,1 ,-1 ,1 ,0 ,5 ,1 ,0
0 ,1 ,1 ,1 ,0 ,0 ,1 ,1 ,-1 ,0 ,1 ,2 ,2 ,1 ,1 ,1 ,0 ,1 ,1 ,1 ,1 ,1 ,1 ,1 ,0 ,0 ,1 ,1 ,500 ,0 ,0
-4 ,-4 ,0 ,2 ,4 ,-3 ,-1 ,1 ,1 ,0 ,-1 ,1 ,2 ,0 ,1 ,1 ,-1 ,0 ,2 ,-1 ,-1 ,1 ,4 ,-1 ,4 ,2 ,4 ,-2 ,15 ,0 ,0
-3 ,3 ,-4 ,4 ,-2 ,-2 ,-4 ,4 ,-4 ,-4 ,4 ,-4 ,1 ,-4 ,0 ,-4 ,-4 ,-4 ,2 ,1 ,2 ,0 ,1 ,0 ,1 ,3 ,4 ,0 ,5 ,1 ,1
0 ,1 ,0 ,-1 ,0 ,0 ,1 ,1 ,-1 ,0 ,1 ,0 ,1 ,-1 ,-1 ,2 ,1 ,0 ,2 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,50 ,0 ,0
0 ,1 ,0 ,0 ,1 ,0 ,2 ,0 ,1 ,0 ,0 ,0 ,1 ,-1 ,1 ,1 ,0 ,1 ,0 ,1 ,1 ,2 ,0 ,-1 ,1 ,0 ,0 ,1 ,50 ,0 ,0
-4 ,4 ,-4 ,4 ,-4 ,-1 ,-4 ,3 ,-4 ,-4 ,4 ,-4 ,2 ,-4 ,0 ,-4 ,-4 ,-4 ,1 ,2 ,-3 ,2 ,3 ,-1 ,1 ,2 ,4 ,-4 ,5 ,1 ,1
0 ,2 ,-1 ,2 ,0 ,0 ,-1 ,1 ,-1 ,-3 ,3 ,-3 ,-1 ,-4 ,1 ,-2 ,-4 ,0 ,2 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,1 ,1 ,5 ,1 ,1
-4 ,4 ,-4 ,4 ,-4 ,-2 ,-4 ,2 ,-3 ,-4 ,4 ,-4 ,0 ,-4 ,-1 ,-4 ,-4 ,-4 ,3 ,1 ,1 ,3 ,-1 ,1 ,-2 ,-1 ,-1 ,1 ,100 ,1 ,1
-1 ,-1 ,1 ,1 ,2 ,0 ,0 ,1 ,1 ,0 ,-1 ,-1 ,-1 ,1 ,2 ,1 ,0 ,2 ,1 ,2 ,1 ,1 ,2 ,1 ,1 ,0 ,0 ,0 ,500 ,0 ,0
0 ,0 ,0 ,1 ,-1 ,1 ,3 ,0 ,1 ,-1 ,1 ,0 ,-1 ,-2 ,2 ,-1 ,3 ,1 ,2 ,3 ,1 ,1 ,3 ,1 ,1 ,0 ,0 ,0 ,1000 ,0 ,1
0 ,2 ,-4 ,3 ,-1 ,-2 ,-1 ,1 ,-1 ,-4 ,3 ,-4 ,-1 ,-4 ,3 ,-4 ,-2 ,-1 ,3 ,1 ,1 ,1 ,1 ,1 ,0 ,2 ,1 ,0 ,100 ,0 ,1
-1 ,-4 ,-2 ,1 ,-1 ,0 ,3 ,0 ,2 ,-1 ,-1 ,0 ,-1 ,2 ,1 ,0 ,1 ,1 ,1 ,4 ,2 ,-1 ,-2 ,2 ,0 ,-1 ,0 ,1 ,5000 ,0 ,1
1 ,1 ,0 ,2 ,1 ,0 ,1 ,0 ,-1 ,1 ,0 ,1 ,2 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,1 ,0 ,1 ,5 ,0 ,0
-4 ,4 ,-4 ,4 ,-4 ,3 ,-4 ,-4 ,-4 ,-4 ,4 ,-4 ,-2 ,-3 ,-4 ,-4 ,-4 ,-4 ,-1 ,4 ,-4 ,4 ,4 ,1 ,-1 ,0 ,-4 ,-1 ,5 ,0 ,1
1 ,2 ,-2 ,4 ,1 ,0 ,-1 ,1 ,-1 ,-2 ,4 ,-3 ,0 ,-4 ,-1 ,0 ,-2 ,1 ,-1 ,1 ,1 ,0 ,0 ,0 ,1 ,1 ,2 ,1 ,5 ,1 ,1
-4 ,3 ,-4 ,4 ,-4 ,1 ,-4 ,0 ,-4 ,-4 ,4 ,-4 ,2 ,-4 ,1 ,-4 ,-4 ,-4 ,3 ,0 ,-2 ,3 ,3 ,0 ,-3 ,1 ,4 ,-4 ,500 ,0 ,1
0 ,1 ,2 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,2 ,-1 ,0 ,-2 ,0 ,1 ,1 ,0 ,1 ,0 ,-1 ,0 ,0 ,5 ,0 ,0
-4 ,4 ,-4 ,4 ,-4 ,-2 ,-4 ,4 ,-4 ,-4 ,4 ,-4 ,2 ,-4 ,2 ,-4 ,-4 ,-4 ,4 ,0 ,4 ,0 ,-1 ,2 ,1 ,1 ,-2 ,-1 ,50 ,0 ,1
0 ,1 ,0 ,0 ,2 ,3 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,1 ,2 ,0 ,0 ,1 ,2 ,1 ,1 ,0 ,0 ,2 ,1 ,3 ,0 ,1 ,50 ,0 ,0
1 ,1 ,0 ,0 ,1 ,0 ,1 ,1 ,1 ,0 ,-1 ,-1 ,-1 ,0 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,-1 ,1 ,1 ,0 ,1 ,1 ,1 ,5 ,0 ,0
0 ,1 ,0 ,0 ,2 ,0 ,1 ,1 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,1 ,0 ,1 ,1 ,0 ,0 ,-1 ,1 ,0 ,0 ,1 ,1 ,1 ,5 ,0 ,0
-3 ,4 ,-4 ,4 ,-4 ,-2 ,-4 ,4 ,-3 ,-4 ,4 ,-4 ,1 ,-4 ,2 ,-4 ,-4 ,-4 ,4 ,1 ,4 ,1 ,1 ,1 ,0 ,0 ,0 ,2 ,50 ,0 ,1
0 ,1 ,0 ,1 ,0 ,1 ,-2 ,-2 ,2 ,-3 ,3 ,-4 ,1 ,-3 ,-2 ,-2 ,-4 ,0 ,1 ,1 ,0 ,2 ,0 ,0 ,1 ,0 ,1 ,1 ,50 ,0 ,1
1 ,0 ,1 ,1 ,0 ,1 ,0 ,1 ,1 ,0 ,1 ,1 ,0 ,0 ,1 ,1 ,0 ,1 ,1 ,1 ,1 ,1 ,0 ,1 ,1 ,2 ,0 ,1 ,500 ,1 ,0
1 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,-1 ,1 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,-1 ,1 ,1 ,1 ,1 ,0 ,1 ,5 ,0 ,0
0 ,2 ,-3 ,4 ,-3 ,2 ,1 ,-2 ,-2 ,-2 ,2 ,-3 ,1 ,-4 ,0 ,-2 ,-2 ,0 ,2 ,2 ,-1 ,2 ,3 ,0 ,-3 ,1 ,3 ,1 ,1000 ,0 ,1
-1 ,0 ,1 ,1 ,1 ,-1 ,1 ,0 ,1 ,1 ,1 ,1 ,1 ,0 ,2 ,1 ,0 ,0 ,1 ,0 ,-1 ,0 ,3 ,1 ,1 ,1 ,4 ,0 ,5 ,0 ,1
1 ,1 ,1 ,3 ,1 ,0 ,0 ,0 ,1 ,0 ,2 ,-2 ,2 ,0 ,-1 ,1 ,3 ,0 ,-1 ,0 ,0 ,-1 ,1 ,1 ,1 ,0 ,1 ,1 ,5 ,0 ,1
2 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,2 ,0 ,-1 ,1 ,2 ,0 ,1 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,1 ,-1 ,0 ,0 ,1 ,0 ,5 ,0 ,0
-2 ,2 ,0 ,3 ,-1 ,1 ,0 ,-2 ,3 ,1 ,4 ,-4 ,1 ,-4 ,0 ,-3 ,-4 ,-2 ,0 ,0 ,3 ,0 ,1 ,1 ,0 ,0 ,-4 ,-1 ,500 ,0 ,1
1 ,2 ,-3 ,4 ,-1 ,-1 ,-3 ,2 ,0 ,-4 ,4 ,-4 ,1 ,-4 ,1 ,-4 ,-4 ,-1 ,3 ,1 ,2 ,1 ,2 ,1 ,-3 ,1 ,2 ,1 ,5 ,1 ,1
